player_link,player_url,URL,Link,name,team,Image,draft_year,pick_number,Date of Birth,Height,Weight,CTRCT,Cap Hit
https://www.eliteprospects.com/player/156923/robby-fabbri,https://www.eliteprospects.com/player/156923/robby-fabbri,https://www.eliteprospects.com/player/156923/robby-fabbri,https://www.eliteprospects.com/player/156923/robby-fabbri,Robby Fabbri,Anaheim Ducks,anaheim_ducks.png,2014.0,21.0,1996-01-22,180.0,185.0,24/25,"$4,000,000"
https://www.eliteprospects.com/player/526094/cutter-gauthier,https://www.eliteprospects.com/player/526094/cutter-gauthier,https://www.eliteprospects.com/player/526094/cutter-gauthier,https://www.eliteprospects.com/player/526094/cutter-gauthier,Cutter Gauthier,Anaheim Ducks,anaheim_ducks.png,2022.0,5.0,2004-01-19,189.0,194.0,25/26,"$950,000"
https://www.eliteprospects.com/player/160158/jansen-harkins,https://www.eliteprospects.com/player/160158/jansen-harkins,https://www.eliteprospects.com/player/160158/jansen-harkins,https://www.eliteprospects.com/player/160158/jansen-harkins,Jansen Harkins,Anaheim Ducks,anaheim_ducks.png,2015.0,47.0,1997-05-23,188.0,187.0,25/26,"$787,500"
https://www.eliteprospects.com/player/106154/ross-johnston,https://www.eliteprospects.com/player/106154/ross-johnston,https://www.eliteprospects.com/player/106154/ross-johnston,https://www.eliteprospects.com/player/106154/ross-johnston,Ross Johnston,Anaheim Ducks,anaheim_ducks.png,0.0,250.0,1994-02-18,195.0,231.0,25/26,"$1,100,000"
https://www.eliteprospects.com/player/12523/alex-killorn,https://www.eliteprospects.com/player/12523/alex-killorn,https://www.eliteprospects.com/player/12523/alex-killorn,https://www.eliteprospects.com/player/12523/alex-killorn,Alex Killorn,Anaheim Ducks,anaheim_ducks.png,2007.0,77.0,1989-09-14,185.0,194.0,26/27,"$6,250,000"
https://www.eliteprospects.com/player/257755/brett-leason,https://www.eliteprospects.com/player/257755/brett-leason,https://www.eliteprospects.com/player/257755/brett-leason,https://www.eliteprospects.com/player/257755/brett-leason,Brett Leason,Anaheim Ducks,anaheim_ducks.png,2019.0,56.0,1999-04-30,195.0,218.0,24/25,"$1,050,000"
https://www.eliteprospects.com/player/265570/isac-lundestrom,https://www.eliteprospects.com/player/265570/isac-lundestrom,https://www.eliteprospects.com/player/265570/isac-lundestrom,https://www.eliteprospects.com/player/265570/isac-lundestrom,Isac Lundestrom,Anaheim Ducks,anaheim_ducks.png,2018.0,23.0,1999-11-06,184.0,192.0,24/25,"$1,500,000"
https://www.eliteprospects.com/player/76486/brock-mcginn,https://www.eliteprospects.com/player/76486/brock-mcginn,https://www.eliteprospects.com/player/76486/brock-mcginn,https://www.eliteprospects.com/player/76486/brock-mcginn,Brock McGinn,Anaheim Ducks,anaheim_ducks.png,2012.0,47.0,1994-02-02,183.0,187.0,24/25,"$2,750,000"
https://www.eliteprospects.com/player/479812/mason-mctavish,https://www.eliteprospects.com/player/479812/mason-mctavish,https://www.eliteprospects.com/player/479812/mason-mctavish,https://www.eliteprospects.com/player/479812/mason-mctavish,Mason McTavish,Anaheim Ducks,anaheim_ducks.png,2021.0,3.0,2003-01-30,183.0,214.0,24/25,"$894,167"
https://www.eliteprospects.com/player/44789/ryan-strome,https://www.eliteprospects.com/player/44789/ryan-strome,https://www.eliteprospects.com/player/44789/ryan-strome,https://www.eliteprospects.com/player/44789/ryan-strome,Ryan Strome,Anaheim Ducks,anaheim_ducks.png,2011.0,5.0,1993-07-11,185.0,192.0,26/27,"$5,000,000"
https://www.eliteprospects.com/player/234046/troy-terry,https://www.eliteprospects.com/player/234046/troy-terry,https://www.eliteprospects.com/player/234046/troy-terry,https://www.eliteprospects.com/player/234046/troy-terry,Troy Terry,Anaheim Ducks,anaheim_ducks.png,2015.0,148.0,1997-09-10,183.0,185.0,29/30,"$7,000,000"
https://www.eliteprospects.com/player/59733/frank-vatrano,https://www.eliteprospects.com/player/59733/frank-vatrano,https://www.eliteprospects.com/player/59733/frank-vatrano,https://www.eliteprospects.com/player/59733/frank-vatrano,Frank Vatrano,Anaheim Ducks,anaheim_ducks.png,0.0,250.0,1994-03-14,178.0,201.0,24/25,"$3,650,000"
https://www.eliteprospects.com/player/424453/trevor-zegras,https://www.eliteprospects.com/player/424453/trevor-zegras,https://www.eliteprospects.com/player/424453/trevor-zegras,https://www.eliteprospects.com/player/424453/trevor-zegras,Trevor Zegras,Anaheim Ducks,anaheim_ducks.png,2019.0,9.0,2001-03-20,183.0,185.0,25/26,"$5,750,000"
https://www.eliteprospects.com/player/44198/joonas-korpisalo,https://www.eliteprospects.com/player/44198/joonas-korpisalo,https://www.eliteprospects.com/player/44198/joonas-korpisalo,,Joonas korpisalo,Boston Bruins,,0.0,250.0,1994-04-28,190.0,192.0,,
https://www.eliteprospects.com/player/120965/brandon-carlo,https://www.eliteprospects.com/player/120965/brandon-carlo,https://www.eliteprospects.com/player/120965/brandon-carlo,https://www.eliteprospects.com/player/120965/brandon-carlo,Brandon Carlo,Boston Bruins,boston_bruins.png,2015.0,37.0,1996-11-26,196.0,216.0,26/27,"$4,100,000"
https://www.eliteprospects.com/player/34882/hampus-lindholm,https://www.eliteprospects.com/player/34882/hampus-lindholm,https://www.eliteprospects.com/player/34882/hampus-lindholm,https://www.eliteprospects.com/player/34882/hampus-lindholm,Hampus Lindholm,Boston Bruins,boston_bruins.png,2012.0,6.0,1994-01-20,189.0,216.0,29/30,"$6,500,000"
https://www.eliteprospects.com/player/497121/mason-lohrei,https://www.eliteprospects.com/player/497121/mason-lohrei,https://www.eliteprospects.com/player/497121/mason-lohrei,https://www.eliteprospects.com/player/497121/mason-lohrei,Mason Lohrei,Boston Bruins,boston_bruins.png,2020.0,58.0,2001-01-17,193.0,209.0,24/25,"$925,000"
https://www.eliteprospects.com/player/245142/charlie-mcavoy,https://www.eliteprospects.com/player/245142/charlie-mcavoy,https://www.eliteprospects.com/player/245142/charlie-mcavoy,https://www.eliteprospects.com/player/245142/charlie-mcavoy,Charlie McAvoy,Boston Bruins,boston_bruins.png,2016.0,14.0,1997-12-21,185.0,209.0,29/30,"$9,500,000"
https://www.eliteprospects.com/player/291905/andrew-peeke,https://www.eliteprospects.com/player/291905/andrew-peeke,https://www.eliteprospects.com/player/291905/andrew-peeke,https://www.eliteprospects.com/player/291905/andrew-peeke,Andrew Peeke,Boston Bruins,boston_bruins.png,2016.0,34.0,1998-03-17,191.0,216.0,25/26,"$2,750,000"
https://www.eliteprospects.com/player/195951/parker-wotherspoon,https://www.eliteprospects.com/player/195951/parker-wotherspoon,https://www.eliteprospects.com/player/195951/parker-wotherspoon,https://www.eliteprospects.com/player/195951/parker-wotherspoon,Parker Wotherspoon,Boston Bruins,boston_bruins.png,2015.0,112.0,1997-08-24,185.0,190.0,24/25,"$800,000"
https://www.eliteprospects.com/player/108648/nikita-zadorov,https://www.eliteprospects.com/player/108648/nikita-zadorov,https://www.eliteprospects.com/player/108648/nikita-zadorov,https://www.eliteprospects.com/player/108648/nikita-zadorov,Nikita Zadorov,Boston Bruins,boston_bruins.png,2013.0,16.0,1995-04-16,197.0,236.0,30/31,"$5,000,000"
https://www.eliteprospects.com/player/373899/john-beecher,https://www.eliteprospects.com/player/373899/john-beecher,https://www.eliteprospects.com/player/373899/john-beecher,https://www.eliteprospects.com/player/373899/john-beecher,John Beecher,Boston Bruins,boston_bruins.png,2019.0,30.0,2001-04-05,191.0,216.0,24/25,"$925,000"
https://www.eliteprospects.com/player/217051/justin-brazeau,https://www.eliteprospects.com/player/217051/justin-brazeau,https://www.eliteprospects.com/player/217051/justin-brazeau,https://www.eliteprospects.com/player/217051/justin-brazeau,Justin Brazeau,Boston Bruins,boston_bruins.png,0.0,250.0,1998-02-02,196.0,220.0,24/25,"$775,000"
https://www.eliteprospects.com/player/60251/charlie-coyle,https://www.eliteprospects.com/player/60251/charlie-coyle,https://www.eliteprospects.com/player/60251/charlie-coyle,https://www.eliteprospects.com/player/60251/charlie-coyle,Charlie Coyle,Boston Bruins,boston_bruins.png,2010.0,28.0,1992-03-02,190.0,223.0,25/26,"$5,250,000"
https://www.eliteprospects.com/player/272221/trent-frederic,https://www.eliteprospects.com/player/272221/trent-frederic,https://www.eliteprospects.com/player/272221/trent-frederic,https://www.eliteprospects.com/player/272221/trent-frederic,Trent Frederic,Boston Bruins,boston_bruins.png,2016.0,29.0,1998-02-11,191.0,214.0,24/25,"$2,300,000"
https://www.eliteprospects.com/player/247912/morgan-geekie,https://www.eliteprospects.com/player/247912/morgan-geekie,https://www.eliteprospects.com/player/247912/morgan-geekie,https://www.eliteprospects.com/player/247912/morgan-geekie,Morgan Geekie,Boston Bruins,boston_bruins.png,2017.0,67.0,1998-07-20,191.0,201.0,24/25,"$2,000,000"
https://www.eliteprospects.com/player/12078/tyler-johnson,https://www.eliteprospects.com/player/12078/tyler-johnson,https://www.eliteprospects.com/player/12078/tyler-johnson,,Tyler Johnson,Boston Bruins,,0.0,250.0,1990-07-29,173.0,185.0,,
https://www.eliteprospects.com/player/233448/max-jones,https://www.eliteprospects.com/player/233448/max-jones,https://www.eliteprospects.com/player/233448/max-jones,https://www.eliteprospects.com/player/233448/max-jones,Max Jones,Boston Bruins,boston_bruins.png,2016.0,24.0,1998-02-17,191.0,216.0,25/26,"$1,000,000"
https://www.eliteprospects.com/player/276474/mark-kastelic,https://www.eliteprospects.com/player/276474/mark-kastelic,https://www.eliteprospects.com/player/276474/mark-kastelic,https://www.eliteprospects.com/player/276474/mark-kastelic,Mark Kastelic,Boston Bruins,boston_bruins.png,2019.0,125.0,1999-03-11,192.0,209.0,24/25,"$835,000"
https://www.eliteprospects.com/player/33387/elias-lindholm,https://www.eliteprospects.com/player/33387/elias-lindholm,https://www.eliteprospects.com/player/33387/elias-lindholm,https://www.eliteprospects.com/player/33387/elias-lindholm,Elias Lindholm,Boston Bruins,boston_bruins.png,2013.0,5.0,1994-12-02,184.0,194.0,31/32,"$7,750,000"
https://www.eliteprospects.com/player/472769/fabian-lysell,https://www.eliteprospects.com/player/472769/fabian-lysell,https://www.eliteprospects.com/player/472769/fabian-lysell,https://www.eliteprospects.com/player/472769/fabian-lysell,Fabian Lysell,Boston Bruins,boston_bruins.png,2021.0,21.0,2003-01-19,181.0,176.0,25/26,"$863,334"
https://www.eliteprospects.com/player/10439/brad-marchand,https://www.eliteprospects.com/player/10439/brad-marchand,https://www.eliteprospects.com/player/10439/brad-marchand,https://www.eliteprospects.com/player/10439/brad-marchand,Brad Marchand,Boston Bruins,boston_bruins.png,2006.0,71.0,1988-05-11,175.0,176.0,24/25,"$6,125,000"
https://www.eliteprospects.com/player/130383/david-pastrnak,https://www.eliteprospects.com/player/130383/david-pastrnak,https://www.eliteprospects.com/player/130383/david-pastrnak,https://www.eliteprospects.com/player/130383/david-pastrnak,David Pastrnak,Boston Bruins,boston_bruins.png,2014.0,25.0,1996-05-25,182.0,194.0,30/31,"$11,250,000"
https://www.eliteprospects.com/player/661581/matthew-poitras,https://www.eliteprospects.com/player/661581/matthew-poitras,https://www.eliteprospects.com/player/661581/matthew-poitras,https://www.eliteprospects.com/player/661581/matthew-poitras,Matthew Poitras,Boston Bruins,boston_bruins.png,2022.0,54.0,2004-03-10,180.0,181.0,25/26,"$870,000"
https://www.eliteprospects.com/player/291903/riley-tufte,https://www.eliteprospects.com/player/291903/riley-tufte,https://www.eliteprospects.com/player/291903/riley-tufte,https://www.eliteprospects.com/player/291903/riley-tufte,Riley Tufte,Boston Bruins,boston_bruins.png,2016.0,25.0,1998-04-10,197.0,231.0,24/25,"$775,000"
https://www.eliteprospects.com/player/130786/pavel-zacha,https://www.eliteprospects.com/player/130786/pavel-zacha,https://www.eliteprospects.com/player/130786/pavel-zacha,https://www.eliteprospects.com/player/130786/pavel-zacha,Pavel Zacha,Boston Bruins,boston_bruins.png,2015.0,6.0,1997-04-06,191.0,209.0,26/27,"$4,750,000"
https://www.eliteprospects.com/player/11538/james-reimer,https://www.eliteprospects.com/player/11538/james-reimer,https://www.eliteprospects.com/player/11538/james-reimer,,James reimer,Buffalo Sabres,,0.0,250.0,1988-03-15,191.0,205.0,,
https://www.eliteprospects.com/player/253923/jacob-bryson,https://www.eliteprospects.com/player/253923/jacob-bryson,https://www.eliteprospects.com/player/253923/jacob-bryson,https://www.eliteprospects.com/player/253923/jacob-bryson,Jacob Bryson,Buffalo Sabres,buffalo_sabres.png,2017.0,99.0,1997-11-18,175.0,176.0,24/25,"$900,000"
https://www.eliteprospects.com/player/326522/bowen-byram,https://www.eliteprospects.com/player/326522/bowen-byram,https://www.eliteprospects.com/player/326522/bowen-byram,https://www.eliteprospects.com/player/326522/bowen-byram,Bowen Byram,Buffalo Sabres,buffalo_sabres.png,2019.0,4.0,2001-06-13,185.0,190.0,24/25,"$3,850,000"
https://www.eliteprospects.com/player/131370/connor-clifton,https://www.eliteprospects.com/player/131370/connor-clifton,https://www.eliteprospects.com/player/131370/connor-clifton,https://www.eliteprospects.com/player/131370/connor-clifton,Connor Clifton,Buffalo Sabres,buffalo_sabres.png,2013.0,133.0,1995-04-28,180.0,190.0,25/26,"$3,333,333"
https://www.eliteprospects.com/player/310545/rasmus-dahlin,https://www.eliteprospects.com/player/310545/rasmus-dahlin,https://www.eliteprospects.com/player/310545/rasmus-dahlin,https://www.eliteprospects.com/player/310545/rasmus-dahlin,Rasmus Dahlin,Buffalo Sabres,buffalo_sabres.png,2018.0,1.0,2000-04-13,190.0,203.0,31/32,"$11,000,000"
https://www.eliteprospects.com/player/267396/dennis-gilbert,https://www.eliteprospects.com/player/267396/dennis-gilbert,https://www.eliteprospects.com/player/267396/dennis-gilbert,https://www.eliteprospects.com/player/267396/dennis-gilbert,Dennis Gilbert,Buffalo Sabres,buffalo_sabres.png,2015.0,91.0,1996-10-30,188.0,216.0,24/25,"$825,000"
https://www.eliteprospects.com/player/277056/henri-jokiharju,https://www.eliteprospects.com/player/277056/henri-jokiharju,https://www.eliteprospects.com/player/277056/henri-jokiharju,https://www.eliteprospects.com/player/277056/henri-jokiharju,Henri Jokiharju,Buffalo Sabres,buffalo_sabres.png,2017.0,29.0,1999-06-17,183.0,201.0,24/25,"$3,100,000"
https://www.eliteprospects.com/player/504240/owen-power,https://www.eliteprospects.com/player/504240/owen-power,https://www.eliteprospects.com/player/504240/owen-power,https://www.eliteprospects.com/player/504240/owen-power,Owen Power,Buffalo Sabres,buffalo_sabres.png,2021.0,1.0,2002-11-22,197.0,218.0,30/31,"$8,350,000"
https://www.eliteprospects.com/player/325127/mattias-samuelsson,https://www.eliteprospects.com/player/325127/mattias-samuelsson,https://www.eliteprospects.com/player/325127/mattias-samuelsson,https://www.eliteprospects.com/player/325127/mattias-samuelsson,Mattias Samuelsson,Buffalo Sabres,buffalo_sabres.png,2018.0,32.0,2000-03-14,193.0,231.0,29/30,"$4,285,714"
https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,Nicolas Aube-Kubel,Buffalo Sabres,buffalo_sabres.png,2014.0,48.0,1996-05-10,180.0,187.0,24/25,"$1,500,000"
https://www.eliteprospects.com/player/535582/zach-benson,https://www.eliteprospects.com/player/535582/zach-benson,https://www.eliteprospects.com/player/535582/zach-benson,https://www.eliteprospects.com/player/535582/zach-benson,Zach Benson,Buffalo Sabres,buffalo_sabres.png,2023.0,13.0,2005-05-12,175.0,163.0,25/26,"$950,000"
https://www.eliteprospects.com/player/286938/dylan-cozens,https://www.eliteprospects.com/player/286938/dylan-cozens,https://www.eliteprospects.com/player/286938/dylan-cozens,https://www.eliteprospects.com/player/286938/dylan-cozens,Dylan Cozens,Buffalo Sabres,buffalo_sabres.png,2019.0,7.0,2001-02-09,191.0,194.0,29/30,"$7,100,000"
https://www.eliteprospects.com/player/183455/jordan-greenway,https://www.eliteprospects.com/player/183455/jordan-greenway,https://www.eliteprospects.com/player/183455/jordan-greenway,https://www.eliteprospects.com/player/183455/jordan-greenway,Jordan Greenway,Buffalo Sabres,buffalo_sabres.png,2015.0,50.0,1997-02-16,197.0,231.0,24/25,"$3,000,000"
https://www.eliteprospects.com/player/796075/konsta-helenius,https://www.eliteprospects.com/player/796075/konsta-helenius,https://www.eliteprospects.com/player/796075/konsta-helenius,https://www.eliteprospects.com/player/796075/konsta-helenius,Konsta Helenius,Buffalo Sabres,buffalo_sabres.png,2024.0,14.0,2006-05-11,180.0,190.0,26/27,"$975,000"
https://www.eliteprospects.com/player/259043/sam-lafferty,https://www.eliteprospects.com/player/259043/sam-lafferty,https://www.eliteprospects.com/player/259043/sam-lafferty,https://www.eliteprospects.com/player/259043/sam-lafferty,Sam Lafferty,Buffalo Sabres,buffalo_sabres.png,2014.0,113.0,1995-03-06,188.0,205.0,25/26,"$2,000,000"
https://www.eliteprospects.com/player/247477/beck-malenstyn,https://www.eliteprospects.com/player/247477/beck-malenstyn,https://www.eliteprospects.com/player/247477/beck-malenstyn,https://www.eliteprospects.com/player/247477/beck-malenstyn,Beck Malenstyn,Buffalo Sabres,buffalo_sabres.png,2016.0,145.0,1998-02-04,188.0,194.0,25/26,"$1,350,000"
https://www.eliteprospects.com/player/271502/ryan-mcleod,https://www.eliteprospects.com/player/271502/ryan-mcleod,https://www.eliteprospects.com/player/271502/ryan-mcleod,https://www.eliteprospects.com/player/271502/ryan-mcleod,Ryan McLeod,Buffalo Sabres,buffalo_sabres.png,2018.0,40.0,1999-09-21,188.0,207.0,24/25,"$2,100,000"
https://www.eliteprospects.com/player/381855/jj-peterka,https://www.eliteprospects.com/player/381855/jj-peterka,https://www.eliteprospects.com/player/381855/jj-peterka,https://www.eliteprospects.com/player/381855/jj-peterka,JJ Peterka,Buffalo Sabres,buffalo_sabres.png,2020.0,34.0,2002-01-14,183.0,190.0,24/25,"$855,834"
https://www.eliteprospects.com/player/336828/jack-quinn,https://www.eliteprospects.com/player/336828/jack-quinn,https://www.eliteprospects.com/player/336828/jack-quinn,https://www.eliteprospects.com/player/336828/jack-quinn,Jack Quinn,Buffalo Sabres,buffalo_sabres.png,2020.0,8.0,2001-09-19,185.0,185.0,24/25,"$863,334"
https://www.eliteprospects.com/player/236358/lukas-rousek,https://www.eliteprospects.com/player/236358/lukas-rousek,https://www.eliteprospects.com/player/236358/lukas-rousek,https://www.eliteprospects.com/player/236358/lukas-rousek,Lukas Rousek,Buffalo Sabres,buffalo_sabres.png,2019.0,160.0,1999-04-20,180.0,192.0,24/25,"$775,000"
https://www.eliteprospects.com/player/301349/tage-thompson,https://www.eliteprospects.com/player/301349/tage-thompson,https://www.eliteprospects.com/player/301349/tage-thompson,https://www.eliteprospects.com/player/301349/tage-thompson,Tage Thompson,Buffalo Sabres,buffalo_sabres.png,2016.0,26.0,1997-10-30,197.0,220.0,29/30,"$7,142,857"
https://www.eliteprospects.com/player/178526/alex-tuch,https://www.eliteprospects.com/player/178526/alex-tuch,https://www.eliteprospects.com/player/178526/alex-tuch,https://www.eliteprospects.com/player/178526/alex-tuch,Alex Tuch,Buffalo Sabres,buffalo_sabres.png,2014.0,18.0,1996-05-10,193.0,218.0,25/26,"$4,750,000"
https://www.eliteprospects.com/player/20726/jason-zucker,https://www.eliteprospects.com/player/20726/jason-zucker,https://www.eliteprospects.com/player/20726/jason-zucker,https://www.eliteprospects.com/player/20726/jason-zucker,Jason Zucker,Buffalo Sabres,buffalo_sabres.png,2010.0,59.0,1992-01-16,180.0,187.0,24/25,"$5,000,000"
https://www.eliteprospects.com/player/215223/dan-vlada%C5%99,https://www.eliteprospects.com/player/215223/dan-vlada%C5%99,https://www.eliteprospects.com/player/215223/dan-vlada%C5%99,,Dan vlada%c5%99,Calgary Flames,,0.0,250.0,1997-08-20,196.0,185.0,,
https://www.eliteprospects.com/player/86137/rasmus-andersson,https://www.eliteprospects.com/player/86137/rasmus-andersson,https://www.eliteprospects.com/player/86137/rasmus-andersson,https://www.eliteprospects.com/player/86137/rasmus-andersson,Rasmus Andersson,Calgary Flames,calgary_flames.png,2015.0,53.0,1996-10-27,182.0,214.0,25/26,"$4,550,000"
https://www.eliteprospects.com/player/248583/kevin-bahl,https://www.eliteprospects.com/player/248583/kevin-bahl,https://www.eliteprospects.com/player/248583/kevin-bahl,https://www.eliteprospects.com/player/248583/kevin-bahl,Kevin Bahl,Calgary Flames,calgary_flames.png,2018.0,55.0,2000-06-27,197.0,229.0,24/25,"$1,050,000"
https://www.eliteprospects.com/player/199660/jake-bean,https://www.eliteprospects.com/player/199660/jake-bean,https://www.eliteprospects.com/player/199660/jake-bean,https://www.eliteprospects.com/player/199660/jake-bean,Jake Bean,Calgary Flames,calgary_flames.png,2016.0,13.0,1998-06-09,185.0,176.0,25/26,"$1,750,000"
https://www.eliteprospects.com/player/33730/joel-hanley,https://www.eliteprospects.com/player/33730/joel-hanley,https://www.eliteprospects.com/player/33730/joel-hanley,https://www.eliteprospects.com/player/33730/joel-hanley,Joel Hanley,Calgary Flames,calgary_flames.png,0.0,250.0,1991-06-08,180.0,190.0,24/25,"$787,500"
https://www.eliteprospects.com/player/289399/daniil-miromanov,https://www.eliteprospects.com/player/289399/daniil-miromanov,https://www.eliteprospects.com/player/289399/daniil-miromanov,https://www.eliteprospects.com/player/289399/daniil-miromanov,Daniil Miromanov,Calgary Flames,calgary_flames.png,0.0,250.0,1997-07-11,194.0,201.0,25/26,"$1,250,000"
https://www.eliteprospects.com/player/201561/brayden-pachal,https://www.eliteprospects.com/player/201561/brayden-pachal,https://www.eliteprospects.com/player/201561/brayden-pachal,https://www.eliteprospects.com/player/201561/brayden-pachal,Brayden Pachal,Calgary Flames,calgary_flames.png,0.0,250.0,1999-08-23,188.0,203.0,24/25,"$775,000"
https://www.eliteprospects.com/player/97908/mackenzie-weegar,https://www.eliteprospects.com/player/97908/mackenzie-weegar,https://www.eliteprospects.com/player/97908/mackenzie-weegar,https://www.eliteprospects.com/player/97908/mackenzie-weegar,MacKenzie Weegar,Calgary Flames,calgary_flames.png,2013.0,206.0,1994-01-07,183.0,201.0,30/31,"$6,250,000"
https://www.eliteprospects.com/player/4295/mikael-backlund,https://www.eliteprospects.com/player/4295/mikael-backlund,https://www.eliteprospects.com/player/4295/mikael-backlund,https://www.eliteprospects.com/player/4295/mikael-backlund,Mikael Backlund,Calgary Flames,calgary_flames.png,2007.0,24.0,1989-03-17,184.0,207.0,25/26,"$4,500,000"
https://www.eliteprospects.com/player/46889/blake-coleman,https://www.eliteprospects.com/player/46889/blake-coleman,https://www.eliteprospects.com/player/46889/blake-coleman,https://www.eliteprospects.com/player/46889/blake-coleman,Blake Coleman,Calgary Flames,calgary_flames.png,2011.0,75.0,1991-11-28,180.0,207.0,26/27,"$4,900,000"
https://www.eliteprospects.com/player/234647/walker-duehr,https://www.eliteprospects.com/player/234647/walker-duehr,https://www.eliteprospects.com/player/234647/walker-duehr,https://www.eliteprospects.com/player/234647/walker-duehr,Walker Duehr,Calgary Flames,calgary_flames.png,0.0,250.0,1997-11-23,188.0,209.0,24/25,"$825,000"
https://www.eliteprospects.com/player/45261/jonathan-huberdeau,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,Jonathan Huberdeau,Calgary Flames,calgary_flames.png,2011.0,3.0,1993-06-04,185.0,203.0,30/31,"$10,500,000"
https://www.eliteprospects.com/player/14728/nazem-kadri,https://www.eliteprospects.com/player/14728/nazem-kadri,https://www.eliteprospects.com/player/14728/nazem-kadri,https://www.eliteprospects.com/player/14728/nazem-kadri,Nazem Kadri,Calgary Flames,calgary_flames.png,2009.0,7.0,1990-10-06,183.0,192.0,28/29,"$7,000,000"
https://www.eliteprospects.com/player/211807/andrey-kuzmenko,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,Andrey Kuzmenko,Calgary Flames,calgary_flames.png,0.0,250.0,1996-02-04,181.0,194.0,24/25,"$5,500,000"
