URL,name,draft_year,pick_number,playerid,Date of Birth,Height,Weight
https://www.eliteprospects.com/player/35375/sergei-klimovich,Sergei Klimovich,1992,41,35375,1974-05-08,190.0,209.0
https://www.eliteprospects.com/player/8697/sergei-brylin,Sergei Brylin,1992,42,8697,1974-01-13,178.0,190.0
https://www.eliteprospects.com/player/80284/marc-hussey,Marc Hussey,1992,43,80284,1974-01-22,193.0,209.0
https://www.eliteprospects.com/player/74724/keli-corpse,Keli Corpse,1992,44,74724,1974-05-14,181.0,176.0
https://www.eliteprospects.com/player/8973/darren-mccarty,Darren McCarty,1992,46,8973,1972-04-01,185.0,209.0
https://www.eliteprospects.com/player/19685/andrei-nikolishin,Andrei Nikolishin,1992,47,19685,1973-03-25,184.0,216.0
https://www.eliteprospects.com/player/750/mattias-norstrom,Mattias Norstrom,1992,48,750,1972-01-02,185.0,223.0
https://www.eliteprospects.com/player/14417/brent-gretzky,Brent Gretzky,1992,49,14417,1972-02-20,180.0,170.0
https://www.eliteprospects.com/player/10639/patrick-traverse,Patrick Traverse,1992,50,10639,1974-03-14,193.0,212.0
https://www.eliteprospects.com/player/80287/alexander-cherbayev,Alexander Cherbayev,1992,51,80287,1973-08-13,185.0,203.0
https://www.eliteprospects.com/player/18056/stefan-ustorf,Stefan Ustorf,1992,53,18056,1974-01-03,181.0,194.0
https://www.eliteprospects.com/player/107/mathias-johansson,Mathias Johansson,1992,54,107,1974-02-22,187.0,201.0
https://www.eliteprospects.com/player/42946/sergejs-zoltoks,Sergejs Zoltoks,1992,55,42946,1972-12-02,183.0,185.0
https://www.eliteprospects.com/player/73740/jarrett-deuling,Jarrett Deuling,1992,56,73740,1974-03-04,183.0,205.0
https://www.eliteprospects.com/player/18052/jan-vopat,Jan Vopat,1992,57,18052,1973-03-22,180.0,207.0
https://www.eliteprospects.com/player/14764/jeff-bes,Jeff Bes,1992,58,14764,1973-07-31,184.0,190.0
https://www.eliteprospects.com/player/8488/ondrej-steiner,Ondrej Steiner,1992,59,8488,1974-02-11,185.0,198.0
https://www.eliteprospects.com/player/12904/jeremy-stevenson,Jeremy Stevenson,1992,60,12904,1974-07-28,187.0,216.0
https://www.eliteprospects.com/player/94798/simon-roy,Simon Roy,1992,61,94798,1974-06-14,185.0,176.0
https://www.eliteprospects.com/player/32114/vitali-karamnov,Vitali Karamnov,1992,62,32114,1968-07-06,190.0,203.0
https://www.eliteprospects.com/player/1676/vitali-prokhorov,Vitali Prokhorov,1992,64,1676,1966-12-25,177.0,165.0
https://www.eliteprospects.com/player/8954/kirk-maltby,Kirk Maltby,1992,65,8954,1972-12-22,183.0,194.0
https://www.eliteprospects.com/player/9059/cale-hulse,Cale Hulse,1992,66,9059,1973-11-10,191.0,220.0
https://www.eliteprospects.com/player/80288/travis-thiessen,Travis Thiessen,1992,67,80288,1972-07-11,190.0,207.0
https://www.eliteprospects.com/player/8719/craig-rivet,Craig Rivet,1992,68,8719,1974-09-13,188.0,209.0
https://www.eliteprospects.com/player/94796/jeff-connolly,Jeff Connolly,1992,69,94796,1974-02-01,181.0,194.0
https://www.eliteprospects.com/player/15092/sylvain-cloutier,Sylvain Cloutier,1992,70,15092,1974-02-13,181.0,190.0
https://www.eliteprospects.com/player/42297/martin-gendron,Martin Gendron,1992,71,42297,1974-02-15,176.0,179.0
https://www.eliteprospects.com/player/8751/eric-cairns,Eric Cairns,1992,72,8751,1974-06-27,197.0,243.0
https://www.eliteprospects.com/player/489/radek-hamr,Radek Hamr,1992,73,489,1974-06-15,180.0,190.0
https://www.eliteprospects.com/player/9684/aaron-gavey,Aaron Gavey,1992,74,9684,1974-02-22,188.0,190.0
https://www.eliteprospects.com/player/3574/jan-caloun,Jan Caloun,1992,75,3574,1972-12-20,177.0,185.0
https://www.eliteprospects.com/player/27902/ian-mcintyre,Ian McIntyre,1992,76,27902,1974-02-12,185.0,190.0
https://www.eliteprospects.com/player/42289/nikolai-borschevsky,Nikolai Borschevsky,1992,77,42289,1965-01-12,175.0,179.0
https://www.eliteprospects.com/player/1909/robert-svehla,Robert Svehla,1992,78,1909,1969-01-02,182.0,207.0
https://www.eliteprospects.com/player/69113/kevin-smyth,Kevin Smyth,1992,79,69113,1973-11-22,188.0,216.0
https://www.eliteprospects.com/player/13356/dean-melanson,Dean Melanson,1992,80,13356,1973-11-19,181.0,198.0
https://www.eliteprospects.com/player/1101/jason-mcbain,Jason McBain,1992,81,1101,1974-04-12,188.0,209.0
https://www.eliteprospects.com/player/94795/louis-bernard,Louis Bernard,1992,82,94795,1974-07-10,188.0,209.0
https://www.eliteprospects.com/player/9073/matthew-barnaby,Matthew Barnaby,1992,83,9073,1973-05-04,185.0,192.0
https://www.eliteprospects.com/player/72991/mark-visheau,Mark Visheau,1992,84,72991,1973-06-27,198.0,223.0
https://www.eliteprospects.com/player/4397/chris-ferraro,Chris Ferraro,1992,85,4397,1973-01-24,180.0,176.0
https://www.eliteprospects.com/player/103755/lee-leslie,Lee Leslie,1992,86,103755,1972-08-15,193.0,203.0
https://www.eliteprospects.com/player/69020/kevin-brown,Kevin Brown,1992,87,69020,1974-05-11,185.0,212.0
https://www.eliteprospects.com/player/2687/jere-lehtinen,Jere Lehtinen,1992,88,2687,1973-06-24,182.0,194.0
https://www.eliteprospects.com/player/94794/andy-macintyre,Andy MacIntyre,1992,89,94794,1974-04-16,185.0,190.0
https://www.eliteprospects.com/player/94793/vitali-tomilin,Vitali Tomilin,1992,90,94793,1974-01-15,186.0,209.0
https://www.eliteprospects.com/player/94792/todd-klassen,Todd Klassen,1992,91,94792,1974-04-17,183.0,203.0
https://www.eliteprospects.com/player/42295/brent-tully,Brent Tully,1992,93,42295,1974-03-26,190.0,205.0
https://www.eliteprospects.com/player/94791/scott-mccabe,Scott McCabe,1992,94,94791,1974-05-28,193.0,190.0
https://www.eliteprospects.com/player/94790/mark-raiter,Mark Raiter,1992,95,94790,1973-01-27,193.0,220.0
https://www.eliteprospects.com/player/15651/ralph-intranuovo,Ralph Intranuovo,1992,96,15651,1973-12-11,174.0,190.0
https://www.eliteprospects.com/player/67361/brantt-myhres,Brantt Myhres,1992,97,67361,1974-03-18,191.0,220.0
https://www.eliteprospects.com/player/74467/daniel-guerard,Daniel Guerard,1992,98,74467,1974-04-09,193.0,216.0
https://www.eliteprospects.com/player/733/marcus-ragnarsson,Marcus Ragnarsson,1992,99,733,1971-08-13,186.0,216.0
https://www.eliteprospects.com/player/94812/charlie-wasley,Charlie Wasley,1992,100,94812,1974-04-04,188.0,176.0
https://www.eliteprospects.com/player/2562/janne-gronvall,Janne Gronvall,1992,101,2562,1973-07-17,190.0,198.0
https://www.eliteprospects.com/player/2663/sami-helenius,Sami Helenius,1992,102,2663,1974-01-22,196.0,231.0
https://www.eliteprospects.com/player/19124/vladislav-bulyin,Vladislav Bulyin,1992,103,19124,1972-05-18,183.0,220.0
https://www.eliteprospects.com/player/22455/tomas-klimt,Tomas Klimt,1992,104,22455,1973-12-26,186.0,209.0
https://www.eliteprospects.com/player/77201/ryan-duthie,Ryan Duthie,1992,105,77201,1974-09-02,179.0,181.0
https://www.eliteprospects.com/player/81581/chris-deruiter,Chris DeRuiter,1992,106,81581,1974-02-27,188.0,190.0
https://www.eliteprospects.com/player/29821/yuri-khmylyov,Yuri Khmylyov,1992,108,29821,1964-08-09,186.0,190.0
https://www.eliteprospects.com/player/53872/brian-loney,Brian Loney,1992,110,53872,1972-08-09,189.0,196.0
https://www.eliteprospects.com/player/41337/jeff-shevalier,Jeff Shevalier,1992,111,41337,1974-03-14,180.0,198.0
https://www.eliteprospects.com/player/76984/tim-hogan,Tim Hogan,1992,113,76984,1974-01-07,185.0,216.0
https://www.eliteprospects.com/player/94809/ryan-black,Ryan Black,1992,114,94809,1973-10-25,185.0,194.0
https://www.eliteprospects.com/player/94806/don-chase,Don Chase,1992,116,94806,1974-03-17,181.0,203.0
https://www.eliteprospects.com/player/5530/adrian-aucoin,Adrian Aucoin,1992,117,5530,1973-07-03,188.0,216.0
https://www.eliteprospects.com/player/46397/mike-sullivan,Mike Sullivan,1992,118,46397,1973-10-16,186.0,201.0
https://www.eliteprospects.com/player/94803/john-varga,John Varga,1992,119,94803,1974-01-31,179.0,181.0
https://www.eliteprospects.com/player/72306/dmitri-starostenko,Dmitri Starostenko,1992,120,72306,1973-03-18,183.0,176.0
https://www.eliteprospects.com/player/94801/alan-sinclair,Alan Sinclair,1992,121,94801,1973-04-03,191.0,209.0
https://www.eliteprospects.com/player/94800/martin-tanguay,Martin Tanguay,1992,122,94800,1973-01-12,181.0,185.0
https://www.eliteprospects.com/player/32121/michal-sykora,Michal Sykora,1992,123,32121,1973-07-05,196.0,234.0
https://www.eliteprospects.com/player/68814/paxton-schulte,Paxton Schulte,1992,124,68814,1972-07-16,188.0,216.0
https://www.eliteprospects.com/player/80/mikael-hakanson,Mikael Hakanson,1992,125,80,1974-05-31,190.0,203.0
https://www.eliteprospects.com/player/1921/ravil-yakubov,Ravil Yakubov,1992,126,1921,1970-07-26,178.0,185.0
https://www.eliteprospects.com/player/103756/roman-zolotov,Roman Zolotov,1992,127,103756,1974-02-13,185.0,183.0
https://www.eliteprospects.com/player/8774/derek-armstrong,Derek Armstrong,1992,128,8774,1973-04-23,183.0,196.0
https://www.eliteprospects.com/player/9085/joel-bouchard,Joel Bouchard,1992,129,9085,1974-01-23,185.0,209.0
https://www.eliteprospects.com/player/31350/mike-johnson,Mike Johnson,1992,130,31350,1974-03-29,190.0,192.0
https://www.eliteprospects.com/player/85166/paul-rushforth,Paul Rushforth,1992,131,85166,1974-04-22,183.0,203.0
https://www.eliteprospects.com/player/103757/olexander-alexeyev,Olexander Alexeyev,1992,132,103757,1974-03-21,183.0,185.0
https://www.eliteprospects.com/player/10873/jiri-dopita,Jiri Dopita,1992,133,10873,1968-12-02,193.0,227.0
https://www.eliteprospects.com/player/27694/bob-lachance,Bob Lachance,1992,134,27694,1974-02-01,183.0,198.0
https://www.eliteprospects.com/player/9668/rem-murray,Rem Murray,1992,135,9668,1972-10-09,188.0,194.0
https://www.eliteprospects.com/player/1953/grigorijs-pantelejevs,Grigorijs Pantelejevs,1992,136,1953,1972-11-13,175.0,185.0
https://www.eliteprospects.com/player/100576/gerry-skrypec,Gerry Skrypec,1992,137,100576,1974-06-21,180.0,185.0
https://www.eliteprospects.com/player/1020/dan-trebil,Dan Trebil,1992,138,1020,1974-04-10,194.0,218.0
https://www.eliteprospects.com/player/103758/artyom-kopot,Artyom Kopot,1992,139,103758,1972-07-25,178.0,183.0
https://www.eliteprospects.com/player/103368/martin-sychra,Martin Sychra,1992,140,103368,1974-06-19,190.0,209.0
https://www.eliteprospects.com/player/100594/jason-clark,Jason Clark,1992,141,100594,1972-05-06,183.0,181.0
https://www.eliteprospects.com/player/69975/jason-macdonald,Jason MacDonald,1992,142,69975,1974-04-01,180.0,209.0
https://www.eliteprospects.com/player/100595/jarret-reid,Jarret Reid,1992,143,100595,1973-03-10,178.0,181.0
https://www.eliteprospects.com/player/100598/davide-dal-grande,Davide Dal Grande,1992,144,100598,1974-07-08,196.0,194.0
https://www.eliteprospects.com/player/95503/eric-bellerose,Eric Bellerose,1992,147,95503,1972-07-02,185.0,201.0
https://www.eliteprospects.com/player/100599/martin-lepage,Martin Lepage,1992,148,100599,1974-02-26,185.0,185.0
https://www.eliteprospects.com/player/70918/patrik-augusta,Patrik Augusta,1992,149,70918,1969-11-13,175.0,170.0
https://www.eliteprospects.com/player/114625/pavel-rajnoha,Pavel Rajnoha,1992,150,114625,1974-02-23,183.0,196.0
https://www.eliteprospects.com/player/114627/vladimir-grachyov,Vladimir Grachyov,1992,152,114627,1973-01-28,184.0,176.0
https://www.eliteprospects.com/player/67105/ken-belanger,Ken Belanger,1992,153,67105,1974-05-14,193.0,225.0
https://www.eliteprospects.com/player/95087/kyle-peterson,Kyle Peterson,1992,154,95087,1974-04-17,193.0,220.0
https://www.eliteprospects.com/player/110665/artur-oktyabryov,Artur Oktyabryov,1992,155,110665,1973-11-26,180.0,194.0
https://www.eliteprospects.com/player/37315/andrei-raisky,Andrei Raisky,1992,156,37315,1970-03-30,189.0,203.0
https://www.eliteprospects.com/player/100600/steve-gibson,Steve Gibson,1992,157,100600,1972-10-10,185.0,201.0
https://www.eliteprospects.com/player/8987/ian-laperriere,Ian Laperriere,1992,158,8987,1974-01-19,183.0,198.0
https://www.eliteprospects.com/player/63555/steve-o-rourke,Steve O'Rourke,1992,159,63555,1974-09-11,185.0,194.0
https://www.eliteprospects.com/player/100602/lance-burns,Lance Burns,1992,160,100602,1974-01-23,191.0,207.0
https://www.eliteprospects.com/player/70278/mike-prokopec,Mike Prokopec,1992,161,70278,1974-05-17,188.0,190.0
https://www.eliteprospects.com/player/64776/geordie-kinnear,Geordie Kinnear,1992,162,64776,1973-07-09,186.0,194.0
https://www.eliteprospects.com/player/1902/jan-alinc,Jan Alinc,1992,163,1902,1972-05-27,188.0,196.0
https://www.eliteprospects.com/player/73564/christian-proulx,Christian Proulx,1992,164,73564,1973-12-01,183.0,185.0
https://www.eliteprospects.com/player/105222/scott-hollis,Scott Hollis,1992,165,105222,1972-09-18,183.0,185.0
https://www.eliteprospects.com/player/85162/mark-matier,Mark Matier,1992,167,85162,1973-12-14,185.0,190.0
https://www.eliteprospects.com/player/97802/matt-oates,Matt Oates,1992,168,97802,1972-12-20,191.0,207.0
https://www.eliteprospects.com/player/105231/jay-kenney,Jay Kenney,1992,169,105231,1973-09-21,188.0,190.0
https://www.eliteprospects.com/player/30749/dennis-maxwell,Dennis Maxwell,1992,170,30749,1974-06-04,187.0,209.0
https://www.eliteprospects.com/player/23901/ryan-smith,Ryan Smith,1992,171,23901,1974-05-28,191.0,201.0
https://www.eliteprospects.com/player/4725/mike-jickling,Mike Jickling,1992,172,4725,1973-01-05,185.0,192.0
https://www.eliteprospects.com/player/8836/ryan-vandenbussche,Ryan VandenBussche,1992,173,8836,1973-02-28,183.0,201.0
https://www.eliteprospects.com/player/78128/ryan-mulhern,Ryan Mulhern,1992,174,78128,1973-01-11,185.0,203.0
https://www.eliteprospects.com/player/105232/claude-jutras,Claude Jutras,1992,175,105232,1973-09-18,183.0,187.0
https://www.eliteprospects.com/player/42461/jason-widmer,Jason Widmer,1992,176,42461,1973-08-01,183.0,218.0
https://www.eliteprospects.com/player/110657/konstantin-korotkov,Konstantin Korotkov,1992,177,110657,1972-01-25,176.0,212.0
https://www.eliteprospects.com/player/259/juha-lind,Juha Lind,1992,178,259,1974-01-02,181.0,185.0
https://www.eliteprospects.com/player/105268/dean-tiltgen,Dean Tiltgen,1992,179,105268,1974-02-03,185.0,194.0
https://www.eliteprospects.com/player/1631/igor-boldin,Igor Boldin,1992,180,1631,1964-02-02,180.0,187.0
https://www.eliteprospects.com/player/83959/kyuin-shim,Kyuin Shim,1992,181,83959,1974-04-05,182.0,198.0
https://www.eliteprospects.com/player/10651/nick-naumenko,Nick Naumenko,1992,182,10651,1974-07-07,180.0,185.0
https://www.eliteprospects.com/player/96726/justin-krall,Justin Krall,1992,183,96726,1974-02-20,188.0,170.0
https://www.eliteprospects.com/player/101275/kurt-seher,Kurt Seher,1992,184,101275,1973-04-15,188.0,201.0
https://www.eliteprospects.com/player/111450/layne-roland,Layne Roland,1992,185,111450,1974-02-06,188.0,205.0
https://www.eliteprospects.com/player/8795/stephane-yelle,Stephane Yelle,1992,186,8795,1974-05-09,185.0,194.0
https://www.eliteprospects.com/player/111545/fran-bussey,Fran Bussey,1992,187,111545,1974-07-09,191.0,190.0
https://www.eliteprospects.com/player/72167/mike-burman,Mike Burman,1992,188,72167,1974-04-01,186.0,198.0
https://www.eliteprospects.com/player/111547/colin-schmidt,Colin Schmidt,1992,190,111547,1974-02-03,180.0,185.0
https://www.eliteprospects.com/player/111628/mike-mathers,Mike Mathers,1992,191,111628,1972-06-20,183.0,201.0
https://www.eliteprospects.com/player/15494/mickey-elick,Mickey Elick,1992,192,15494,1974-03-17,183.0,185.0
https://www.eliteprospects.com/player/111635/andrew-kemper,Andrew Kemper,1992,193,111635,1974-04-07,191.0,205.0
https://www.eliteprospects.com/player/59705/claude-savoie,Claude Savoie,1992,194,59705,1973-03-12,185.0,198.0
https://www.eliteprospects.com/player/112801/wayne-clarke,Wayne Clarke,1992,197,112801,1972-08-30,188.0,174.0
https://www.eliteprospects.com/player/112802/brandon-carper,Brandon Carper,1992,198,112802,1972-04-02,188.0,201.0
https://www.eliteprospects.com/player/1464/jonas-hakansson,Jonas Hakansson,1992,199,1464,1974-01-04,185.0,205.0
https://www.eliteprospects.com/player/59704/daniel-paradis,Daniel Paradis,1992,200,59704,1972-11-22,188.0,198.0
https://www.eliteprospects.com/player/108523/greg-zwakman,Greg Zwakman,1992,201,108523,1973-09-22,188.0,225.0
https://www.eliteprospects.com/player/1463/lars-edstrom,Lars Edstrom,1992,202,1463,1966-07-16,181.0,198.0
https://www.eliteprospects.com/player/42362/todd-simon,Todd Simon,1992,203,42362,1972-04-21,177.0,185.0
https://www.eliteprospects.com/player/2712/marko-tuomainen,Marko Tuomainen,1992,205,2712,1972-04-25,191.0,218.0
https://www.eliteprospects.com/player/112803/todd-harris,Todd Harris,1992,206,112803,1972-05-11,193.0,209.0
https://www.eliteprospects.com/player/237/magnus-wernblom,Magnus Wernblom,1992,207,237,1973-02-03,184.0,205.0
https://www.eliteprospects.com/player/743/mattias-timander,Mattias Timander,1992,208,743,1974-04-16,188.0,236.0
https://www.eliteprospects.com/player/112804/david-hymovitz,David Hymovitz,1992,209,112804,1974-05-30,180.0,190.0
https://www.eliteprospects.com/player/10652/jeff-toms,Jeff Toms,1992,210,10652,1974-06-04,195.0,212.0
https://www.eliteprospects.com/player/28851/brian-bonin,Brian Bonin,1992,211,28851,1973-11-28,179.0,187.0
https://www.eliteprospects.com/player/113840/earl-cronan,Earl Cronan,1992,212,113840,1973-01-02,188.0,194.0
https://www.eliteprospects.com/player/113841/jeff-walker,Jeff Walker,1992,214,113841,1974-02-06,193.0,190.0
https://www.eliteprospects.com/player/113842/brian-stagg,Brian Stagg,1992,215,113842,1974-05-23,188.0,176.0
https://www.eliteprospects.com/player/113843/dan-brierly,Dan Brierly,1992,216,113843,1974-01-23,188.0,185.0
https://www.eliteprospects.com/player/79631/jake-grimes,Jake Grimes,1992,217,79631,1972-09-13,181.0,168.0
https://www.eliteprospects.com/player/114428/marc-tardif,Marc Tardif,1992,218,114428,1973-01-06,185.0,190.0
https://www.eliteprospects.com/player/103523/alexander-kholomeyev,Alexander Kholomeyev,1992,219,103523,1969-03-23,185.0,198.0
https://www.eliteprospects.com/player/9111/anson-carter,Anson Carter,1992,220,9111,1974-06-06,185.0,209.0
https://www.eliteprospects.com/player/114639/sergei-simonov,Sergei Simonov,1992,221,114639,1974-05-20,190.0,231.0
https://www.eliteprospects.com/player/468/jonas-hoglund,Jonas Hoglund,1992,222,468,1972-08-29,191.0,216.0
https://www.eliteprospects.com/player/10829/chris-herperger,Chris Herperger,1992,223,10829,1974-02-24,184.0,205.0
https://www.eliteprospects.com/player/95501/david-wainwright,David Wainwright,1992,224,95501,1974-01-17,183.0,194.0
https://www.eliteprospects.com/player/68992/steven-halko,Steven Halko,1992,225,68992,1974-03-08,185.0,201.0
https://www.eliteprospects.com/player/114432/jeff-romfo,Jeff Romfo,1992,226,114432,1974-02-09,180.0,196.0
https://www.eliteprospects.com/player/80241/rick-kowalsky,Rick Kowalsky,1992,227,80241,1972-03-10,185.0,194.0
https://www.eliteprospects.com/player/114641/yevgeni-garanin,Yevgeni Garanin,1992,228,114641,1973-08-03,184.0,181.0
https://www.eliteprospects.com/player/3316/teemu-numminen,Teemu Numminen,1992,229,3316,1973-12-23,191.0,207.0
https://www.eliteprospects.com/player/35089/yuri-gunko,Yuri Gunko,1992,230,35089,1972-02-28,190.0,207.0
https://www.eliteprospects.com/player/114600/ryan-pisiak,Ryan Pisiak,1992,231,114600,1975-05-12,191.0,212.0
https://www.eliteprospects.com/player/75585/chris-crombie,Chris Crombie,1992,232,75585,1972-03-02,188.0,220.0
https://www.eliteprospects.com/player/114549/richard-raymond,Richard Raymond,1992,233,114549,1974-04-04,188.0,176.0
https://www.eliteprospects.com/player/103921/heath-weenk,Heath Weenk,1992,234,103921,1973-07-02,191.0,209.0
https://www.eliteprospects.com/player/103920/brian-callahan,Brian Callahan,1992,235,103920,1974-07-13,185.0,181.0
https://www.eliteprospects.com/player/8737/mark-wotton,Mark Wotton,1992,237,8737,1973-11-16,180.0,192.0
https://www.eliteprospects.com/player/9670/dan-mcgillis,Dan McGillis,1992,238,9670,1972-07-01,190.0,220.0
https://www.eliteprospects.com/player/103919/greg-callahan,Greg Callahan,1992,239,103919,1973-04-25,191.0,201.0
https://www.eliteprospects.com/player/18435/vladimir-vorobyov,Vladimir Vorobyov,1992,240,18435,1972-11-02,190.0,205.0
https://www.eliteprospects.com/player/103761/tom-macdonald,Tom MacDonald,1992,241,103761,1974-04-14,180.0,190.0
https://www.eliteprospects.com/player/38473/tomas-jelinek,Tomas Jelinek,1992,242,38473,1962-04-29,177.0,198.0
https://www.eliteprospects.com/player/1838/viktors-ignatjevs,Viktors Ignatjevs,1992,243,1838,1970-04-26,192.0,220.0
https://www.eliteprospects.com/player/8741/nathan-dempsey,Nathan Dempsey,1992,245,8741,1974-07-14,182.0,190.0
https://www.eliteprospects.com/player/54243/andrei-potaichuk,Andrei Potaichuk,1992,246,54243,1970-08-18,177.0,216.0
https://www.eliteprospects.com/player/95313/patrice-paquin,Patrice Paquin,1992,247,95313,1974-06-26,188.0,192.0
https://www.eliteprospects.com/player/2024/andrei-vasilyev,Andrei Vasilyev,1992,248,2024,1972-03-30,173.0,181.0
https://www.eliteprospects.com/player/1462/joacim-esbjors,Joacim Esbjors,1992,249,1462,1970-07-04,183.0,194.0
https://www.eliteprospects.com/player/95312/chris-clancy,Chris Clancy,1992,251,95312,1972-11-28,191.0,194.0
https://www.eliteprospects.com/player/101278/andrei-karpovtsev,Andrei Karpovtsev,1992,252,101278,1974-02-25,182.0,181.0
https://www.eliteprospects.com/player/219252/bryan-rasmussen,Bryan Rasmussen,1992,253,219252,1974-02-01,191.0,201.0
https://www.eliteprospects.com/player/43835/ivan-vologzaninov,Ivan Vologzaninov,1992,254,43835,1974-04-07,186.0,190.0
https://www.eliteprospects.com/player/262/jukka-tiilikainen,Jukka Tiilikainen,1992,255,262,1974-04-04,184.0,190.0
https://www.eliteprospects.com/player/3411/denis-chervyakov,Denis Chervyakov,1992,256,3411,1970-04-20,182.0,209.0
https://www.eliteprospects.com/player/101277/yevgeni-pavlov,Yevgeni Pavlov,1992,257,101277,1971-01-22,188.0,192.0
https://www.eliteprospects.com/player/81673/vladislav-yakovenko,Vladislav Yakovenko,1992,258,81673,1974-02-15,187.0,212.0
https://www.eliteprospects.com/player/74221/hiroyuki-miura,Hiroyuki Miura,1992,260,74221,1973-12-31,191.0,192.0
https://www.eliteprospects.com/player/81672/aaron-boh,Aaron Boh,1992,261,81672,1974-07-04,183.0,185.0
https://www.eliteprospects.com/player/95311/b.j.-macpherson,B.J. MacPherson,1992,263,95311,1973-09-23,188.0,201.0
