Year,Overall,Player Link,URL,name,draft_year,pick_number,playerid,Date of Birth,Height,Weight,Team,CTRCT,Cap Hit,Image
1971,55,/players/b/butleje01.html,,,,,,,,,,,,
1971,56,/players/h/hynesda01.html,,,,,,,,,,,,
1971,58,/players/a/anderea01.html,,,,,,,,,,,,
1971,65,/players/s/sykesbo01.html,,,,,,,,,,,,
1971,67,/players/b/busnimi01.html,,,,,,,,,,,,
1971,83,/players/w/woodwa01.html,,,,,,,,,,,,
1971,85,/players/s/simmoal01.html,,,,,,,,,,,,
1971,86,/players/n/nahrgji01.html,,,,,,,,,,,,
1971,90,/players/d/dubeno01.html,,,,,,,,,,,,
1971,93,/players/s/smedsda01.html,,,,,,,,,,,,
1971,95,/players/s/sullipe01.html,,,,,,,,,,,,
1971,103,/players/s/stamllo01.html,,,,,,,,,,,,
1971,106,/players/m/mrazeje01.html,,,,,,,,,,,,
1971,109,/players/s/sobchge01.html,,,,,,,,,,,,
1971,111,/players/p/pelofan01.html,,,,,,,,,,,,
1971,113,/players/a/antonmi01.html,,,,,,,,,,,,
1972,1,/players/h/harribi02.html,,,,,,,,,,,,
1972,2,/players/r/richaja01.html,,,,,,,,,,,,
1972,3,/players/l/leverdo01.html,,,,,,,,,,,,
1972,4,/players/s/shuttst01.html,,,,,,,,,,,,
1972,5,/players/s/schoeji01.html,,,,,,,,,,,,
1972,6,/players/l/larocmi01.html,,,,,,,,,,,,
1972,7,/players/b/barbebi01.html,,,,,,,,,,,,
1972,8,/players/g/gardnda01.html,,,,,,,,,,,,
1972,9,/players/m/merriwa01.html,,,,,,,,,,,,
1972,11,/players/f/ferguge01.html,,,,,,,,,,,,
1972,12,/players/b/byersje01.html,,,,,,,,,,,,
1972,13,/players/r/russeph01.html,,,,,,,,,,,,
1972,14,/players/v/vanbojo01.html,,,,,,,,,,,,
1972,15,/players/m/macmibo01.html,,,,,,,,,,,,
1972,16,/players/b/bloommi01.html,,,,,,,,,,,,
1972,17,/players/h/hennilo01.html,,,,,,,,,,,,
1972,18,/players/b/bialodw01.html,,,,,,,,,,,,
1972,19,/players/m/mcshebr01.html,,,,,,,,,,,,
1972,20,/players/k/kozakdo01.html,,,,,,,,,,,,
1972,21,/players/s/sachala01.html,,,,,,,,,,,,
1972,22,/players/c/cassito01.html,,,,,,,,,,,,
1972,23,/players/b/bladoto01.html,,,,,,,,,,,,
1972,24,/players/l/lynchja01.html,,,,,,,,,,,,
1972,25,/players/c/carrila01.html,,,,,,,,,,,,
1972,27,/players/o/osburra01.html,,,,,,,,,,,,
1972,28,/players/w/weirst01.html,,,,,,,,,,,,
1972,29,/players/o/ogilvbr01.html,,,,,,,,,,,,
1972,30,/players/l/lukowbe01.html,,,,,,,,,,,,
1972,33,/players/n/nystrbo01.html,,,,,,,,,,,,
1972,34,/players/l/lemieje01.html,,,,,,,,,,,,
1972,36,/players/h/hutchda01.html,,,,,,,,,,,,
1972,38,/players/s/shakepa01.html,,,,,,,,,,,,
1972,39,/players/w/watsoji02.html,,,,,,,,,,,,
1972,40,/players/h/herrode01.html,,,,,,,,,,,,
1972,41,/players/h/hamelje01.html,,,,,,,,,,,,
1972,45,/players/v/veisomi01.html,,,,,,,,,,,,
1972,46,/players/g/gilbeed01.html,,,,,,,,,,,,
1972,49,/players/s/smithro02.html,,,,,,,,,,,,
1972,50,/players/m/martido01.html,,,,,,,,,,,,
1972,51,/players/h/homenro01.html,,,,,,,,,,,,
1972,54,/players/s/stsaucl01.html,,,,,,,,,,,,
1972,55,/players/m/macadal01.html,,,,,,,,,,,,
1972,56,/players/l/lalonro01.html,,,,,,,,,,,,
1972,58,/players/g/gruenda01.html,,,,,,,,,,,,
1972,63,/players/h/horbudo01.html,,,,,,,,,,,,
1972,65,/players/g/greniri01.html,,,,,,,,,,,,
1972,66,/players/n/nyropbi01.html,,,,,,,,,,,,
1972,67,/players/b/bolonla01.html,,,,,,,,,,,,
1972,69,/players/g/grattgi01.html,,,,,,,,,,,,
1972,70,/players/j/jacobti01.html,,,,,,,,,,,,
1972,76,/players/a/ahrench01.html,,,,,,,,,,,,
1972,83,/players/m/mclelda01.html,,,,,,,,,,,,
1972,85,/players/m/mcnabpe01.html,,,,,,,,,,,,
1972,92,/players/w/westst01.html,,,,,,,,,,,,
1972,93,/players/p/palmero01.html,,,,,,,,,,,,
1972,97,/players/b/broderi01.html,,,,,,,,,,,,
1972,99,/players/g/gloorda01.html,,,,,,,,,,,,
1972,102,/players/a/amodemi01.html,,,,,,,,,,,,
1972,103,/players/b/beaudse01.html,,,,,,,,,,,,
1972,112,/players/c/clarkgo01.html,,,,,,,,,,,,
1972,115,/players/m/mccorde01.html,,,,,,,,,,,,
1972,118,/players/m/meekebr01.html,,,,,,,,,,,,
1972,120,/players/b/bergeyv01.html,,,,,,,,,,,,
1972,131,/players/s/stonest01.html,,,,,,,,,,,,
1972,139,/players/b/boutepa01.html,,,,,,,,,,,,
1972,141,/players/d/donalga01.html,,,,,,,,,,,,
1972,144,/players/h/howatga01.html,,,,,,,,,,,,
1972,145,/players/l/lyonst01.html,,,,,,,,,,,,
1973,1,/players/p/potvide01.html,,,,,,,,,,,,
1973,2,/players/l/lysiato01.html,,,,,,,,,,,,
1973,3,/players/v/vervede01.html,,,,,,,,,,,,
1973,4,/players/m/mcdonla01.html,,,,,,,,,,,,
1973,5,/players/d/davidjo01.html,,,,,,,,,,,,
1973,6,/players/s/savaran01.html,,,,,,,,,,,,
1973,7,/players/s/stougbl01.html,,,,,,,,,,,,
1973,8,/players/g/gainebo01.html,,,,,,,,,,,,
1973,9,/players/d/dailebo01.html,,,,,,,,,,,,
1973,10,/players/n/neelybo01.html,,,,,,,,,,,,
1973,11,/players/r/richate01.html,,,,,,,,,,,,
1973,12,/players/t/titanmo01.html,,,,,,,,,,,,
1973,13,/players/r/rotada01.html,,,,,,,,,,,,
1973,14,/players/m/middlri01.html,,,,,,,,,,,,
1973,15,/players/t/turnbia01.html,,,,,,,,,,,,
1973,16,/players/m/mercrvi01.html,,,,,,,,,,,,
1973,17,/players/g/goldugl01.html,,,,,,,,,,,,
1973,18,/players/d/dunlobl01.html,,,,,,,,,,,,
1973,19,/players/b/bordepa01.html,,,,,,,,,,,,
1973,20,/players/g/goodela01.html,,,,,,,,,,,,
1973,21,/players/v/vailer01.html,,,,,,,,,,,,
1973,23,/players/b/biancwa01.html,,,,,,,,,,,,
1973,24,/players/p/pesutge01.html,,,,,,,,,,,,
1973,25,/players/r/rogerjo01.html,,,,,,,,,,,,
1973,27,/players/c/campbco01.html,,,,,,,,,,,,
1973,29,/players/t/thomare01.html,,,,,,,,,,,,
1973,30,/players/h/hickepa01.html,,,,,,,,,,,,
1973,31,/players/j/jonesji02.html,,,,,,,,,,,,
1973,32,/players/a/andruro01.html,,,,,,,,,,,,
1973,33,/players/l/lewisda02.html,,,,,,,,,,,,
1973,36,/players/g/gibsodo01.html,,,,,,,,,,,,
1973,37,/players/h/humphed01.html,,,,,,,,,,,,
1973,38,/players/w/walkeru01.html,,,,,,,,,,,,
1973,39,/players/p/pyattne01.html,,,,,,,,,,,,
1973,40,/players/s/stumpbo01.html,,,,,,,,,,,,
1973,41,/players/c/chinnri01.html,,,,,,,,,,,,
1973,45,/players/h/holtra01.html,,,,,,,,,,,,
1973,47,/players/s/simsal01.html,,,,,,,,,,,,
1973,48,/players/g/gassobo01.html,,,,,,,,,,,,
1973,49,/players/s/stlauan01.html,,,,,,,,,,,,
1973,50,/players/s/serafro01.html,,,,,,,,,,,,
1973,53,/players/t/talafde01.html,,,,,,,,,,,,
1973,54,/players/m/mccriji01.html,,,,,,,,,,,,
1973,55,/players/o/owchade01.html,,,,,,,,,,,,
1973,56,/players/h/hangsal01.html,,,,,,,,,,,,
1973,57,/players/c/colleto01.html,,,,,,,,,,,,
1973,59,/players/k/kornemi01.html,,,,,,,,,,,,
1973,63,/players/l/langdst01.html,,,,,,,,,,,,
1973,66,/players/m/moxeyji01.html,,,,,,,,,,,,
1973,67,/players/o/oneilpa01.html,,,,,,,,,,,,
1973,69,/players/f/flescjo01.html,,,,,,,,,,,,
1973,70,/players/a/abgrade01.html,,,,,,,,,,,,
1973,72,/players/l/laingbi01.html,,,,,,,,,,,,
1973,75,/players/s/stewabl01.html,,,,,,,,,,,,
1973,77,/players/h/hintoda01.html,,,,,,,,,,,,
1973,85,/players/h/houstke01.html,,,,,,,,,,,,
1973,86,/players/m/macdobl01.html,,,,,,,,,,,,
1973,97,/players/c/cuttsdo01.html,,,,,,,,,,,,
1973,99,/players/h/hebencl01.html,,,,,,,,,,,,
1973,104,/players/w/wensijo01.html,,,,,,,,,,,,
1973,105,/players/n/nistilo01.html,,,,,,,,,,,,
1973,114,/players/g/greigbr01.html,,,,,,,,,,,,
1973,118,/players/p/polonde01.html,,,,,,,,,,,,
1973,122,/players/b/barneno01.html,,,,,,,,,,,,
1973,123,/players/l/lylege01.html,,,,,,,,,,,,
1973,129,/players/l/lorimbo01.html,,,,,,,,,,,,
1973,130,/players/p/pateyla01.html,,,,,,,,,,,,
1973,131,/players/f/folcope01.html,,,,,,,,,,,,
1973,134,/players/l/lanego01.html,,,,,,,,,,,,
1973,135,/players/o/obriede01.html,,,,,,,,,,,,
1973,141,/players/a/alleyst01.html,,,,,,,,,,,,
1973,142,/players/p/pettiji01.html,,,,,,,,,,,,
1973,160,/players/m/moretan01.html,,,,,,,,,,,,
1973,162,/players/f/foxgr01.html,,,,,,,,,,,,
1973,167,/players/r/raedeca01.html,,,,,,,,,,,,
1974,1,/players/j/jolygr01.html,,,,,,,,,,,,
1974,2,/players/p/paiemwi01.html,,,,,,,,,,,,
1974,3,/players/h/hamptri01.html,,,,,,,,,,,,
1974,4,/players/g/gillicl01.html,,,,,,,,,,,,
1974,5,/players/c/connoca01.html,,,,,,,,,,,,
1974,6,/players/h/hicksdo01.html,,,,,,,,,,,,
1974,7,/players/r/risebdo01.html,,,,,,,,,,,,
1974,8,/players/l/laroupi01.html,,,,,,,,,,,,
1974,9,/players/l/lochebi01.html,,,,,,,,,,,,
1974,10,/players/c/chartri01.html,,,,,,,,,,,,
1974,11,/players/f/fogolle02.html,,,,,,,,,,,,
1974,12,/players/t/trembma02.html,,,,,,,,,,,,
1974,13,/players/v/valiqja01.html,,,,,,,,,,,,
1974,14,/players/m/malonda02.html,,,,,,,,,,,,
1974,15,/players/m/mctavgo01.html,,,,,,,,,,,,
1974,16,/players/m/mulvegr01.html,,,,,,,,,,,,
1974,17,/players/c/chippro01.html,,,,,,,,,,,,
1974,18,/players/l/larwado01.html,,,,,,,,,,,,
1974,19,/players/m/marsomi01.html,,,,,,,,,,,,
1974,20,/players/b/burdogl01.html,,,,,,,,,,,,
1974,21,/players/a/afflebr01.html,,,,,,,,,,,,
1974,22,/players/t/trottbr01.html,,,,,,,,,,,,
1974,23,/players/s/sedlbro01.html,,,,,,,,,,,,
1974,24,/players/n/nantari01.html,,,,,,,,,,,,
1974,25,/players/h/howema02.html,,,,,,,,,,,,
1974,26,/players/h/hessbo01.html,,,,,,,,,,,,
1974,27,/players/c/cosseja01.html,,,,,,,,,,,,
1974,28,/players/c/chouigu01.html,,,,,,,,,,,,
1974,29,/players/g/gareda01.html,,,,,,,,,,,,
1974,30,/players/m/macgrga01.html,,,,,,,,,,,,
1974,31,/players/w/williti01.html,,,,,,,,,,,,
1974,32,/players/g/grescro01.html,,,,,,,,,,,,
1974,33,/players/l/lupiegi01.html,,,,,,,,,,,,
1974,34,/players/d/daiglal01.html,,,,,,,,,,,,
1974,35,/players/m/mcleado01.html,,,,,,,,,,,,
1974,36,/players/s/sturgpe01.html,,,,,,,,,,,,
1974,37,/players/p/paddojo01.html,,,,,,,,,,,,
1974,38,/players/b/bournbo01.html,,,,,,,,,,,,
1974,39,/players/s/simmech01.html,,,,,,,,,,,,
1974,41,/players/h/hughejo01.html,,,,,,,,,,,,
1974,42,/players/l/loprepe01.html,,,,,,,,,,,,
1974,43,/players/b/buynago01.html,,,,,,,,,,,,
1974,47,/players/d/deziemi01.html,,,,,,,,,,,,
1974,48,/players/s/sargega01.html,,,,,,,,,,,,
1974,50,/players/h/hollaje01.html,,,,,,,,,,,,
1974,51,/players/h/howema01.html,,,,,,,,,,,,
1974,52,/players/m/murrabo02.html,,,,,,,,,,,,
1974,53,/players/s/siroibo01.html,,,,,,,,,,,,
1974,54,/players/e/edurto01.html,,,,,,,,,,,,
1974,55,/players/n/nichopa01.html,,,,,,,,,,,,
1974,56,/players/l/lemelro01.html,,,,,,,,,,,,
1974,57,/players/p/priceto01.html,,,,,,,,,,,,
1974,58,/players/r/ribblpa01.html,,,,,,,,,,,,
1974,59,/players/s/snepsha01.html,,,,,,,,,,,,
1974,60,/players/m/macdoki02.html,,,,,,,,,,,,
1974,61,/players/l/leggeba01.html,,,,,,,,,,,,
1974,62,/players/f/faubema01.html,,,,,,,,,,,,
1974,63,/players/b/bergemi01.html,,,,,,,,,,,,
1974,64,/players/b/bottica01.html,,,,,,,,,,,,
1974,65,/players/m/mcintpa01.html,,,,,,,,,,,,
1974,67,/players/d/driscpe01.html,,,,,,,,,,,,
1974,70,/players/r/ruskote01.html,,,,,,,,,,,,
1974,71,/players/a/andrera01.html,,,,,,,,,,,,
1974,77,/players/r/rogermi01.html,,,,,,,,,,,,
1974,79,/players/z/zukemi01.html,,,,,,,,,,,,
1974,81,/players/t/taftjo01.html,,,,,,,,,,,,
1974,83,/players/l/larivga01.html,,,,,,,,,,,,
1974,84,/players/e/evansjo01.html,,,,,,,,,,,,
1974,85,/players/p/palmami01.html,,,,,,,,,,,,
1974,87,/players/w/whelddo01.html,,,,,,,,,,,,
1974,88,/players/l/loganda01.html,,,,,,,,,,,,
1974,89,/players/s/sobchde01.html,,,,,,,,,,,,
1974,91,/players/k/kinsebr01.html,,,,,,,,,,,,
1974,95,/players/s/sprucan01.html,,,,,,,,,,,,
1974,104,/players/j/johnsed02.html,,,,,,,,,,,,
1974,105,/players/s/stewajo02.html,,,,,,,,,,,,
1974,110,/players/b/bolanmi02.html,,,,,,,,,,,,
1974,112,/players/l/langeda01.html,,,,,,,,,,,,
1974,116,/players/l/lairdro01.html,,,,,,,,,,,,
1974,117,/players/c/carlsja01.html,,,,,,,,,,,,
1974,121,/players/d/devinke01.html,,,,,,,,,,,,
1974,123,/players/m/michejo01.html,,,,,,,,,,,,
1974,124,/players/m/mioed01.html,,,,,,,,,,,,
1974,125,/players/l/lemelre01.html,,,,,,,,,,,,
1974,126,/players/m/malutra01.html,,,,,,,,,,,,
1974,131,/players/e/eriksro01.html,,,,,,,,,,,,
1974,138,/players/k/kempke01.html,,,,,,,,,,,,
1974,139,/players/h/holstgr01.html,,,,,,,,,,,,
1974,140,/players/h/hisloja01.html,,,,,,,,,,,,
1974,142,/players/s/shortst01.html,,,,,,,,,,,,
1974,152,/players/h/hopkila01.html,,,,,,,,,,,,
1974,153,/players/j/jodziri01.html,,,,,,,,,,,,
1974,154,/players/l/lessama01.html,,,,,,,,,,,,
1974,161,/players/w/whiteto01.html,,,,,,,,,,,,
1974,168,/players/s/smithde02.html,,,,,,,,,,,,
1974,172,/players/l/luksach01.html,,,,,,,,,,,,
1974,180,/players/b/babinmi01.html,,,,,,,,,,,,
1974,199,/players/l/lumleda01.html,,,,,,,,,,,,
1974,214,/players/p/perssst01.html,,,,,,,,,,,,
1974,216,/players/d/davisbi01.html,,,,,,,,,,,,
1974,239,/players/m/mayerji01.html,,,,,,,,,,,,
1974,241,/players/m/millewa01.html,,,,,,,,,,,,
1974,245,/players/w/warneji01.html,,,,,,,,,,,,
1975,1,/players/b/bridgme01.html,https://www.eliteprospects.com/player/38170/mel-bridgman,Mel Bridgman,1975.0,1.0,38170.0,1955-04-28,183.0,190.0,,,,
1975,2,/players/d/deanba01.html,https://www.eliteprospects.com/player/260395/barry-dean,Barry Dean,1975.0,2.0,260395.0,1955-02-26,185.0,194.0,,,,
1975,3,/players/k/klassra01.html,https://www.eliteprospects.com/player/260397/ralph-klassen,Ralph Klassen,1975.0,3.0,260397.0,1955-09-15,180.0,174.0,,,,
